,State,Bill Name,Issues,Status,Status Detail,Status Date,Month,Day,Year
727,Wisconsin,SB 378,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,03/12/2024,3,12,2024
728,Tennessee,S.B.1738,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Signed by Governor,04/11/2024,4,11,2024
729,Maine,LD 678,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/17/2024,4,17,2024
730,Maine,LD 930,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,04/17/2024,4,17,2024
731,Arizona,S.B.1628,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Vetoed by Governor,04/16/2024,4,16,2024
732,Alaska,H.B. 338,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,05/15/2024,5,15,2024
733,Iowa,H.F.2704,Other anti-LGBTQ bills,Passed into Law,Companion bill passed into law,05/09/2024,5,9,2024
734,South Carolina,H.B.5407,Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/09/2024,5,9,2024
735,Wisconsin,SB 479,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,03/12/2024,3,12,2024
736,Wisconsin,SB 438,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/12/2024,3,12,2024
737,Wisconsin,SB 480,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Companion bill vetoed by Governor; Assembly failed to override veto,05/15/2024,5,15,2024
738,Wisconsin,AB 447,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/12/2024,3,12,2024
739,Wisconsin,S.B.922,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,03/12/2024,3,12,2024
740,Wisconsin,AB 609,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,03/12/2024,3,12,2024
741,Wisconsin,AB 502,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,03/12/2024,3,12,2024
742,Wisconsin,AB 378,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,03/12/2024,3,12,2024
743,Idaho,H.538,Forced outing in schools | Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights,Passed into Law,Governor signed,04/08/2024,4,8,2024
744,Idaho,H.421,Re-definition of sex | Weakening Civil Rights Laws,Passed into Law,Governor signed,04/09/2024,4,9,2024
745,Florida,H.B. 433,Other civil rights restrictions | Weakening Civil Rights Laws,Passed into Law,Governor signed,04/11/2024,4,11,2024
746,Tennessee,S.B.2350,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/25/2024,4,25,2024
747,Tennessee,H.B.1948,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/25/2024,4,25,2024
748,Idaho,S.1352,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Governor signed,03/21/2024,3,21,2024
749,Rhode Island,H.B.7884,Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,06/14/2024,6,14,2024
750,Rhode Island,H.B.7727,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,06/14/2024,6,14,2024
751,Ohio,HB 183,Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,12/19/2024,12,19,2024
752,New Hampshire,S.B.304,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,06/13/2024,6,13,2024
753,Nebraska,LB 575,Restricting student & educator rights | School facilities bans | School sports bans,Defeated,Legislative session ended,04/18/2024,4,18,2024
754,Oklahoma,H.B.3214,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/30/2024,5,30,2024
755,Mississippi,H.B. 585,Other anti-LGBTQ bills,Defeated,House passed; Died in Senate committee,04/02/2024,4,2,2024
756,Iowa,S.F.2095,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Governor signed,04/02/2024,4,2,2024
757,Wyoming,S.F.0099,Healthcare age restrictions | Healthcare restrictions | ,Passed into Law,Governor signed,03/22/2024,3,22,2024
758,West Virginia,H.B.4233,Barriers to accurate IDs | ,Passed into Law,Governor signed,03/27/2024,3,27,2024
759,Utah,H.B.157,Healthcare restrictions | Other healthcare barriers,Passed into Law,Governor signed,03/14/2024,3,14,2024
760,Utah,H.B.316,Other anti-LGBTQ bills,Passed into Law,Governor signed,03/18/2024,3,18,2024
761,Utah,H.B.396,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Governor signed,03/19/2024,3,19,2024
762,Utah,S.B.150,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Governor signed,03/21/2024,3,21,2024
763,Tennessee,HB 1386,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/25/2024,4,25,2024
764,Tennessee,HB 878,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Signed by Governor,02/21/2024,2,21,2024
765,Tennessee,SB 1110,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/25/2024,4,25,2024
766,Oklahoma,H.B.3022,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/30/2024,5,30,2024
767,New Hampshire,H.B.1664,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,06/13/2024,6,13,2024
768,Kentucky,S.B.239,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/15/2024,4,15,2024
769,Kentucky,H.B.304,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/15/2024,4,15,2024
770,Kentucky,S.B.147,Drag bans | Free speech & expression bans | ,Defeated,Legislative session ended,04/15/2024,4,15,2024
771,Kentucky,H.B.47,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/15/2024,4,15,2024
772,Idaho,H.578,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Governor signed,03/25/2024,3,25,2024
773,Idaho,H.668,Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers | Prison healthcare restrictions,Passed into Law,Governor signed,03/27/2024,3,27,2024
774,Iowa,S.F.2286,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
775,Georgia,H.B.1170,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Passed House and Senate as substituted,03/28/2024,3,28,2024
776,Arizona,S.B.1166,Forced outing in schools | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws,Defeated,Legislative session ended,06/15/2024,6,15,2024
777,Alabama,S.B.129,Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights,Passed into Law,Governor signed,03/20/2024,3,20,2024
778,South Carolina,S.B.1213,Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/09/2024,5,9,2024
779,Minnesota,S.F.5144,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/20/2024,5,20,2024
780,Minnesota,H.F.5128,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/20/2024,5,20,2024
781,Georgia,H.B.1104,Curriculum censorship | Restricting student & educator rights | School facilities bans | School sports bans,Defeated,Legislative session ended,03/28/2024,3,28,2024
782,Arizona,S.B.1005,Other anti-LGBTQ bills,Defeated,Legislative session ended,06/15/2024,6,15,2024
783,Oregon,H.B.4054,Restricting student & educator rights | School sports bans,Defeated,In committee upon adjournment,03/07/2024,3,7,2024
784,Oregon,H.B.4037,Forced outing in schools | Healthcare age restrictions | Healthcare restrictions | Restricting student & educator rights,Defeated,In committee upon adjournment,03/07/2024,3,7,2024
785,Oregon,H.B.4143,Other anti-LGBTQ bills | Public accommodation bans | Restricting student & educator rights | School facilities bans | School sports bans,Defeated,In committee upon adjournment,03/07/2024,3,7,2024
786,Iowa,S.F.2263,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/20/2024,4,20,2024
787,Wyoming,S.F.0098,Healthcare restrictions | Other healthcare barriers,Defeated,Senate passed; House did not consider for introduction and legislative session ended,03/08/2024,3,8,2024
788,Wyoming,S.F.0094,Other anti-LGBTQ bills,Defeated,Senate passed; House did not consider for introduction and legislative session ended,03/08/2024,3,8,2024
789,Wyoming,S.F.0130,Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights,Defeated,Passed Senate; House did not consider for introduction and legislative session ended,03/08/2024,3,8,2024
790,Wyoming,S.F.0009,Curriculum censorship | Restricting student & educator rights,Passed into Law,Governor signed,03/05/2024,3,5,2024
791,West Virginia,S.B.601,Public accommodation bans | Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/09/2024,3,9,2024
792,Tennessee,H.B.2816,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,04/25/2024,4,25,2024
793,Tennessee,S.B.2396,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,04/25/2024,4,25,2024
794,Mississippi,H.B. 1605,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,03/05/2024,3,5,2024
795,Mississippi,S.B. 2118,Other anti-LGBTQ bills,Defeated,Died in committee,03/05/2024,3,5,2024
796,Mississippi,S.B. 2237,Religious exemptions | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
797,Mississippi,H.B. 1358,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
798,Mississippi,S.B. 2553,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,03/05/2024,3,5,2024
799,Mississippi,H.B. 1606,Other anti-LGBTQ bills | Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
800,Mississippi,S.B. 2080,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Died in committee,03/05/2024,3,5,2024
801,Mississippi,H.B. 1069,Religious exemptions | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
802,Mississippi,S.B. 2814,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
803,Mississippi,S.B. 2812,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
804,Mississippi,H.B. 176,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,03/05/2024,3,5,2024
805,Mississippi,S.B. 2029,Healthcare funding restrictions | Healthcare restrictions | ,Defeated,Died in committee,03/05/2024,3,5,2024
806,Mississippi,H.B. 1428,Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Defeated,Died in committee,03/05/2024,3,5,2024
807,Mississippi,H.B. 725,Other anti-LGBTQ bills,Defeated,Died in committee,03/05/2024,3,5,2024
808,Mississippi,S.B. 2594,Other anti-LGBTQ bills,Defeated,Died in committee,03/05/2024,3,5,2024
809,Idaho,S.1362,Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/10/2024,4,10,2024
810,Georgia,SB 180,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/28/2024,3,28,2024
811,Minnesota,H.F.4503,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,05/20/2024,5,20,2024
812,Minnesota,S.F.4616,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,05/20/2024,5,20,2024
813,Utah,H.B.253,Public accommodation bans | Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,03/01/2024,3,1,2024
814,Utah,H.B.303,Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,03/01/2024,3,1,2024
815,Utah,H.B.224,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,03/01/2024,3,1,2024
816,Utah,H.B.527,Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/01/2024,3,1,2024
817,Rhode Island,S.B.2423,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,06/14/2024,6,14,2024
818,Missouri,H.B. 2309,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
819,Kentucky,S.B.336,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/15/2024,4,15,2024
820,Idaho,H.669,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/10/2024,4,10,2024
821,Florida,H.B. 1639,Barriers to accurate IDs | ,Defeated,Died in committee,03/08/2024,3,8,2024
822,Rhode Island,S.B.2703,Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,06/14/2024,6,14,2024
823,Rhode Island,S.B.2660,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,06/14/2024,6,14,2024
824,Oklahoma,S.B.1530,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/30/2024,5,30,2024
825,West Virginia,H.B.5297,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,03/09/2024,3,9,2024
826,Missouri,S.B. 980,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
827,Idaho,H.520,Healthcare funding restrictions | Healthcare restrictions | Prison healthcare restrictions,Defeated,Legislative session ended,04/10/2024,4,10,2024
828,Iowa,H.F.2454,Religious exemptions | Weakening Civil Rights Laws,Passed into Law,Companion bill passed into law,04/02/2024,4,2,2024
829,Georgia,S.B.532,Curriculum censorship | Restricting student & educator rights,Defeated,Legislative session ended,02/29/2024,2,29,2024
830,Florida,S.B. 1352,Other anti-LGBTQ bills,Passed into Law,Companion bill passed into law,04/26/2024,4,26,2024
831,Idaho,H.672,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/10/2024,4,10,2024
832,South Carolina,S.B.0332,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/09/2024,5,9,2024
833,West Virginia,S.B.870,Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,03/09/2024,3,9,2024
834,Arizona,S.C.R.1013,Forced outing in schools | Religious exemptions | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Defeated,Legislative session ended,06/15/2024,6,15,2024
835,Missouri,H.B. 2569,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
836,West Virginia,S.B.517,Barriers to accurate IDs | ,Defeated,Legislative session ended,03/09/2024,3,9,2024
837,West Virginia,H.B.5656,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/09/2024,3,9,2024
838,Missouri,H.B. 2567,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
839,Idaho,S.1357,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/10/2024,4,10,2024
840,Oklahoma,H.B.3120,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,05/30/2024,5,30,2024
841,Missouri,H.B. 2448,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
842,Missouri,H.B. 2365,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
843,Kansas,H.B.2792,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,04/30/2024,4,30,2024
844,Arizona,S.B.1167,Other anti-LGBTQ bills,Defeated,Legislative session ended,06/15/2024,6,15,2024
845,Kentucky,H.B.652,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/15/2024,4,15,2024
846,Minnesota,S.F.3848,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/20/2024,5,20,2024
847,Kansas,S.B.409,Other civil rights restrictions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/30/2024,4,30,2024
848,Wyoming,H.B.0061,Curriculum censorship | Other school restrictions | Restricting student & educator rights,Defeated,Failed introduction,02/16/2024,2,16,2024
849,Wyoming,H.B.0136,Restricting student & educator rights | School sports bans,Defeated,Failed introduction,02/16/2024,2,16,2024
850,Wyoming,H.B.0190,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,Defeated,Failed introduction,02/16/2024,2,16,2024
851,Wyoming,H.B.0178,Religious exemptions | Weakening Civil Rights Laws,Defeated,Failed introduction,02/16/2024,2,16,2024
852,New Hampshire,H.B.1419,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,06/13/2024,6,13,2024
853,Kansas,H.B.2791,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,04/30/2024,4,30,2024
854,Georgia,S.B.519,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,03/28/2024,3,28,2024
855,Georgia,SB 88,Curriculum censorship | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,03/28/2024,3,28,2024
856,Wyoming,H.B.0156,Healthcare restrictions | Other healthcare barriers,Defeated,Failed introduction,02/16/2024,2,16,2024
857,Wyoming,H.B.0050,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Failed introduction,02/15/2024,2,15,2024
858,Wyoming,H.B.0063,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Failed introduction,02/14/2024,2,14,2024
859,Iowa,HF 290,Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
860,Minnesota,S.F.4017,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers | Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,05/20/2024,5,20,2024
861,West Virginia,S.B.515,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,Defeated,Legislative session ended,03/09/2024,3,9,2024
862,Missouri,H.B. 1700,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
863,Kentucky,H.B.9,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/15/2024,4,15,2024
864,Idaho,H.560,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/10/2024,4,10,2024
865,West Virginia,H.B.5243,Public accommodation bans | Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/09/2024,3,9,2024
866,Kansas,S.B.512,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/30/2024,4,30,2024
867,Iowa,S.S.B.3006,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
868,Iowa,S.S.B.3084,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/20/2024,4,20,2024
869,Iowa,H.S.B.649,Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
870,Iowa,H.S.B.614,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
871,Tennessee,S.B.2747,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/25/2024,4,25,2024
872,Georgia,H.B.1205,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/28/2024,3,28,2024
873,Maryland,H.B.0047,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,04/08/2024,4,8,2024
874,Virginia,S.B. 153,Religious exemptions | Weakening Civil Rights Laws,Defeated,Stricken in committee at request of patron,02/08/2024,2,8,2024
875,South Dakota,S.B.184,Drag bans | Free speech & expression bans | ,Defeated,Legislative session ended,03/26/2024,3,26,2024
876,Tennessee,SB 620,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/25/2024,4,25,2024
877,Tennessee,S.B.2560,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/25/2024,4,25,2024
878,Nebraska,L.B.1330,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/18/2024,4,18,2024
879,Georgia,H.B.1128,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/28/2024,3,28,2024
880,Tennessee,H.B.2935,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/25/2024,4,25,2024
881,Tennessee,H.B.2669,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/25/2024,4,25,2024
882,Iowa,H.F.2409,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/20/2024,4,20,2024
883,Iowa,H.F.2389,Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
884,West Virginia,H.B.5484,Curriculum censorship | Restricting student & educator rights,Defeated,Legislative session ended,03/09/2024,3,9,2024
885,Oklahoma,H.B.3219,Barriers to accurate IDs | ,Defeated,Legislative session ended,05/30/2024,5,30,2024
886,Florida,S.B. 1780,Other civil rights restrictions | Religious exemptions | Weakening Civil Rights Laws,Defeated,Died in committee,03/08/2024,3,8,2024
887,Oklahoma,H.B.3135,Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights,Defeated,Failed to meet House deadline,02/29/2024,2,29,2024
888,Oklahoma,H.B.3217,Free speech & expression bans | Other expression restrictions,Defeated,Legislative session ended,05/30/2024,5,30,2024
889,Oklahoma,H.B.3543,Religious exemptions | Weakening Civil Rights Laws,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
890,Iowa,S.F.2182,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,04/20/2024,4,20,2024
891,Hawaii,H.B.2731,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,05/03/2024,5,3,2024
892,Hawaii,H.B.1715,Forced outing in schools | Restricting student & educator rights,Defeated,Legislative session ended,05/03/2024,5,3,2024
893,West Virginia,H.B.5442,Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/09/2024,3,9,2024
894,Florida,S.B. 1120,Free speech & expression bans | Other expression restrictions,Defeated,Died in committee,03/08/2024,3,8,2024
895,Georgia,S.B.438,Restricting student & educator rights | School facilities bans | School sports bans,Defeated,Legislative session ended,03/28/2024,3,28,2024
896,Missouri,H.B. 1519,Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/17/2024,5,17,2024
897,Missouri,H.B. 2355,Forced outing in schools | Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/17/2024,5,17,2024
898,Missouri,H.B. 2357,Forced outing in schools | Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/17/2024,5,17,2024
899,Hawaii,H.B.2708,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,05/03/2024,5,3,2024
900,Illinois,H.B.4531,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/29/2024,5,29,2024
901,Tennessee,HB 30,Drag bans | Free speech & expression bans | ,Defeated,Legislative session ended,04/25/2024,4,25,2024
902,South Carolina,S.B.0975,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/09/2024,5,9,2024
903,New Hampshire,H.B.1011,Healthcare age restrictions | Healthcare restrictions | ,Introduced,Inexpedient to Legislate: MA VV 02/01/2024 HJ 3,02/01/2024,2,1,2024
904,Utah,H.B.257,Other anti-LGBTQ bills | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Passed into Law,Governor signed,01/30/2024,1,30,2024
905,Arizona,S.B.1337,Other anti-LGBTQ bills,Defeated,Legislative session ended,06/15/2024,6,15,2024
906,Ohio,HB 68,Healthcare age restrictions | Healthcare restrictions | ,Passed into Law,House and Senate override of Governor veto,01/24/2024,1,24,2024
907,Kentucky,H.B.452,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/15/2024,4,15,2024
908,New Mexico,H.B. 296,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,02/15/2024,2,15,2024
909,Kentucky,H.B.402,Drag bans | Free speech & expression bans | ,Defeated,Legislative session ended,04/15/2024,4,15,2024
910,Utah,H.B.261,Other anti-LGBTQ bills,Passed into Law,Governor signed,01/30/2024,1,30,2024
911,Iowa,S.F.2129,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
912,Georgia,H.B.1045,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,Defeated,Legislative session ended,03/28/2024,3,28,2024
913,Illinois,H.B.4302,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,05/29/2024,5,29,2024
914,West Virginia,H.B.5041,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/09/2024,3,9,2024
915,Indiana,H.B.1266,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/08/2024,3,8,2024
916,Missouri,S.B. 1256,Forced outing in schools | Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws,Defeated,Legislative session ended,05/17/2024,5,17,2024
917,Missouri,S.B. 1234,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
918,Missouri,S.B. 974,Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/17/2024,5,17,2024
919,Missouri,S.B. 1187,Drag bans | Free speech & expression bans | ,Defeated,Legislative session ended,05/17/2024,5,17,2024
920,Missouri,S.B. 1185,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,05/17/2024,5,17,2024
921,Missouri,S.B. 1314,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
922,Missouri,S.B. 1246,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,05/17/2024,5,17,2024
923,Missouri,S.B. 1274,Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/17/2024,5,17,2024
924,Missouri,S.B. 1024,Curriculum censorship | Restricting student & educator rights,Defeated,Legislative session ended,05/17/2024,5,17,2024
925,West Virginia,H.B.4806,Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,03/09/2024,3,9,2024
926,Oklahoma,S.B.1883,Religious exemptions | Weakening Civil Rights Laws,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
927,Oklahoma,S.B.1880,Other school restrictions | Restricting student & educator rights,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
928,Oklahoma,S.B.1731,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
929,Missouri,H.B. 1674,Other anti-LGBTQ bills,Defeated,Legislative session ended,05/17/2024,5,17,2024
930,Missouri,H.B. 2308,Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,05/17/2024,5,17,2024
931,Indiana,S.B.0193,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/08/2024,3,8,2024
932,Iowa,S.S.B.3094,Other anti-LGBTQ bills,Defeated,Legislative session ended,04/20/2024,4,20,2024
933,Iowa,H.F.2082,Other civil rights restrictions | Weakening Civil Rights Laws,Defeated,Legislative session ended,04/20/2024,4,20,2024
934,Arizona,H.B.2657,Curriculum censorship | Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights,Defeated,Legislative session ended,06/15/2024,6,15,2024
935,Arizona,H.B.2655,Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,06/15/2024,6,15,2024
936,Oklahoma,S.B.1891,Barriers to accurate IDs | ,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
937,Oklahoma,S.B.1563,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
938,Oklahoma,S.B.1777,Healthcare funding restrictions | Healthcare restrictions | ,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
939,Oklahoma,S.B.1981,Curriculum censorship | Restricting student & educator rights,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
940,Oklahoma,S.B.1730,Healthcare restrictions | Other healthcare barriers,Defeated,Failed to meet Senate deadline,02/29/2024,2,29,2024
